question_id,answer_id,question_text,question_score,pmid,pmtitle
36653,36664,What causes tissues manifest the various forms that they do?,0,19343304,"Totipotency, pluripotency and nuclear reprogramming."
36653,36664,What causes tissues manifest the various forms that they do?,0,18295582,Differentiation of embryonic stem cells to clinically relevant populations: lessons from embryonic development.
36786,36795,How much penicillinase is needed to deactivate 125mg of amoxicillin?,0,13082387,The second international standard for penicillin.
37123,37127,Why can&#39;t gametes of one species fuse with that of the other species?,0,18494705,Egg and sperm recognition systems during fertilization.
37348,39570,Whole Genome Sequencing and B Chromosomes,0,24770715,Origin and evolution of B chromosomes in the cichlid fish Astatotilapia latifasciata based on integrated genomic analyses.
38759,38764,Was site-directed mutagenesis used to study the effects of sickle-cell anemia?,0,7937904,Recombinant human hemoglobins designed for gene therapy of sickle cell disease.
39420,39424,Can we change one&#39;s genome into the genome of somebody else,0,23829164,An estimation of the number of cells in the human body.
39517,39551,Applications of shortest path problem,0,32268749,
39592,39604,Common genes and enzymes involved in pathogen entry into host,0,23588250,Exploitation of eukaryotic subcellular targeting mechanisms by bacterial effectors.
40193,40199,Absorption of Topical Magnesium,0,15080493,Permeability of human skin to selected anions and cations--in vitro studies.
40514,40640,Why do eggs lack an endoplasmic reticulum?,0,6421640,The onset of activation responsiveness during maturation coincides with the formation of the cortical endoplasmic reticulum in oocytes of Xenopus laevis.
40514,40640,Why do eggs lack an endoplasmic reticulum?,0,8462752,Structural changes of the endoplasmic reticulum of sea urchin eggs during fertilization.
40554,40573,Is it true that cats can drink sea (salted) water?,0,9082036,The minimum sodium requirement of growing kittens defined on the basis of plasma aldosterone concentration.
41431,41434,Time needed for transcription of DNA,0,17676063,In vivo dynamics of RNA polymerase II transcription.
41674,41675,How does the body survive Ebola?,0,12941881,
41674,41675,How does the body survive Ebola?,0,17391724,"Ebola virus infection of human PBMCs causes massive death of macrophages, CD4 and CD8 T cell sub-populations in vitro."
41853,41856,Is it possible to consciously increase or decrease your own heart beat?,0,3985038,Carotid sinus massage. Its diagnostic and therapeutic value in arrhythmias.
41936,41937,Can skin be removed and replaced so that it maintains its original cellular structure?,0,23109317,Wound healing in development.
42058,42076,Which secondary structures of RNA are symmetric?,0,23410796,Polymerization of non-complementary RNA: systematic symmetric nucleotide exchanges mainly involving uracil produce mitochondrial RNA transcripts coding for cryptic overlapping genes.
42293,42294,Are cortical columns restricted to somatosensory cortical sections?,0,16496164,Minicolumn thinning in temporal lobe association cortex but not primary auditory cortex in normal human ageing.
42317,42348,Do chromosomes uncoil in interphase II?,0,24967676,Mouse Y-linked Zfy1 and Zfy2 are expressed during the male-specific interphase between meiosis I and meiosis II and promote the 2nd meiotic division.
42616,42636,Does a gene that regulates itself necessarily be a transcription factor?,0,015664191,
42616,42636,Does a gene that regulates itself necessarily be a transcription factor?,0,12931193,Feedback regulation of MAPK signalling by an RNA-binding protein.
42616,42636,Does a gene that regulates itself necessarily be a transcription factor?,0,18604195,A feedback loop comprising lin-28 and let-7 controls pre-let-7 maturation during neural stem-cell commitment.
42696,42703,Aspirin - does it inhibit enzyme of thromboxane?,0,18625039,Outlining eicosanoid biosynthesis in the crustacean Daphnia.
42851,42852,Polar bodies fertilization,0,21268179,Polar bodies--more a lack of understanding than a lack of respect.
42851,42852,Polar bodies fertilization,0,7196086,Genetic studies of an acardiac monster: evidence of polar body twinning in man.
43171,43182,Concentration of a specific promoter in a cell?,0,17461436,Intracellular water-specific MR of microbead-adherent cells: the HeLa cell intracellular water exchange lifetime.
43982,43998,Accessing Expression Levels for Genes of Interest from GEO Experiments,0,25599403,The landscape of long noncoding RNAs in the human transcriptome.
44084,44095,Bioinformatics basics,0,17202161,GenBank.
44091,44895,Which is the proportion of metagenomics reads that cannot be mapped in any genome?,0,25884504,CoMeta: classification of metagenomes using k-mers.
44260,44306,Why are some genomic regions sequenced more than the others?,0,23718773,Characterizing and measuring bias in sequence data.
44266,44283,Synthesis of an additional DNA in Pachytene and Zygotene,0,3731943,DNA synthesis at selective sites during pachytene in mouse spermatocytes.
44344,44350,Why is alcohol such a weak drug?,0,16581914,Ethanol potently and competitively inhibits binding of the alcohol antagonist Ro15-4513 to alpha4/6beta3delta GABAA receptors.
44344,44350,Why is alcohol such a weak drug?,0,6309393,
44469,44498,Why do RNAi pathway proteins exist in the nematode when they can cause them harm?,0,25340013,Nematode endogenous small RNA pathways.
44661,44673,How scientists can be confident that human embryo tail is really a tail?,0,1779337,The human tail and spinal dysraphism.
44799,44801,Genomic distribution of tRNAs in eukaryotes,0,26673694,GtRNAdb 2.0: an expanded database of transfer RNA genes identified in complete and draft genomes.
44835,44838,No. of genes in chromosomes. phenotype,0,18931780,Long-range chromosomal interactions and gene regulation.
45071,45155,How do high-throughput/NGS sequencers calculate quality scores?,0,21245079,Base-calling for next-generation sequencing platforms.
45175,45216,What are golgi blobs?,0,10769017,
45212,45215,How is receptor production (recycling) regulated?,0,22357968,The role of ubiquitylation in receptor endocytosis and endosomal sorting.
45212,45215,How is receptor production (recycling) regulated?,0,17634364,Loss of metabotropic glutamate receptor-dependent long-term depression via downregulation of mGluR5 after status epilepticus.
45515,45516,Role of Intermediate Filaments in cell - cell signalling,0,8448028,Desmosomes and hemidesmosomes.
45515,45516,Role of Intermediate Filaments in cell - cell signalling,0,12126230,Gap junctions: structure and function (Review).
45515,45516,Role of Intermediate Filaments in cell - cell signalling,0,22319658,"Regulation of blood-testis barrier dynamics by desmosome, gap junction, hemidesmosome and polarity proteins: An unexpected turn of events."
45838,45841,Are there genes in sex chromosomes that determine facial features?,0,26400740,Prenatal testosterone exposure is related to sexually dimorphic facial morphology in adulthood.
45883,76367,Serological assays measuring antibody response,0,27023604,Rapid Detection of Escherichia coli O157 and Shiga Toxins by Lateral Flow Immunoassays.
45883,76367,Serological assays measuring antibody response,0,11376069,Antibody response to Shiga toxins Stx2 and Stx1 in children with enteropathic hemolytic-uremic syndrome.
45883,76399,Serological assays measuring antibody response,0,3551711,Diagnosis of human immunodeficiency virus infection by immunoassay using a molecularly cloned and expressed virus envelope polypeptide. Comparison to Western blot on 2707 consecutive serum samples.
45883,76399,Serological assays measuring antibody response,0,12960819,Dynamics of HIV viremia and antibody seroconversion in plasma donors: implications for diagnosis and staging of primary HIV infection.
45883,76399,Serological assays measuring antibody response,0,10194463,"Update on diagnosis, management, and prevention of hepatitis B virus infection."
46055,46056,Best method to cure cancer as of now?,0,24114478,Anti-inflammatory and anticancer drugs from nature.
46074,46075,Determination of genes to be modified in epigenetics,0,20018782,
46305,46323,What are the binding sites (or receptors) of cortisol?,0,22101547,Androgens and skeletal muscle: cellular and molecular action mechanisms underlying the anabolic actions.
46759,46760,Can I tell my antioxidants intake based on nutrition facts labels?,0,17327526,Mortality in randomized trials of antioxidant supplements for primary and secondary prevention: systematic review and meta-analysis.
47786,47836,How is oxytocin produced?,0,15779921,Neuropeptide processing profile in mice lacking prohormone convertase-1.
47786,47836,How is oxytocin produced?,0,2769155,"Post-translational processing of oxytocin-neurophysin prohormone in the ovine corpus luteum: activity of peptidyl glycine alpha-amidating mono-oxygenase and concentrations of its cofactor, ascorbic acid."
